State,Month,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Death By Road Type,Type_of_Junction,Type_of_Accident,Vehicle_Type,Death By Vehicle Type,Driver_Age_Group,Num_Vehicles_Involved,Category_Of_Num_Vehicles,Total_Death_Crashes_By_Category,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,Speeding_Violation,Speeding_Factor,Hospital_Distance_Range,Population,"Deaths per 100,000 population",Deaths Due To Alcohol Involvement,Percentage Of Seat Belt Usage,Deaths With Seat Belt,Deaths Without Seat Belt
Utah,1,Friday,08:50:02,Rainy,Dry,Daylight,Freeway,0,Underpass,Run-off-road,Truck,8,Senior,1,Single-vehicle,180,3.0,70.0,8.937768318,7.829175936,145.523882,7.423460467,0.193431683,9.0,7.14623165,False,0.1285714285714285,6-10 km,3380800,9.4,117,90,80,87
Connecticut,1,Wednesday,13:00:28,Rainy,Wet,Daylight,Urban,313,T-Junction,Rear-end collision,Bicycle,3,Teenager,1,Single-vehicle,189,0.0,40.0,3.848093038,0.572615664,627.9250819,9.276129658,0.906106861,26.0,28.84185526,False,0.65,3-6 km,3626205,9.9,141,92,83,76
Alabama,1,Wednesday,02:43:04,Stormy,Wet,Night,Urban,438,Overpass,Cyclist involved,Truck,30,Adult,1,Single-vehicle,531,3.0,40.0,3.624419475,3.204186064,774.3129262,4.335750808,0.496904024,7.0,29.45713326,False,0.175,3-6 km,5074296,19.5,344,93,283,364
Connecticut,2,Tuesday,17:04:13,Sunny,Muddy,Daylight,Freeway,4,T-Junction,Rear-end collision,Truck,4,Young Adult,5,Multiple-vehicle,170,0.0,35.0,9.669595714,7.546615954,314.8402602,6.604874709,0.908935942,86.0,26.27954236,True,2.4571428571428573,6-10 km,3626205,9.9,141,92,83,76
Wisconsin,1,Monday,09:14:10,Foggy,Icy,Daylight,Freeway,1,Overpass,Rear-end collision,Truck,13,Young Adult,5,Multiple-vehicle,276,1.0,33.0,1.532332682,3.973255704,380.24354,8.66629936,0.821494346,46.0,21.84347471,True,1.393939393939394,0-3 km,5892539,10.1,60,88,166,166
New Hampshire,1,Wednesday,07:32:43,Stormy,Dry,Daylight,Highway,0,Underpass,Rear-end collision,Car,42,Adult,3,Multiple-vehicle,64,2.0,58.0,6.784171482,9.230794111,349.2535805,9.910620947,0.154577662,89.0,9.859187173,True,1.5344827586206895,6-10 km,1395231,10.5,66,77,26,55
Maine,1,Tuesday,06:39:07,Sunny,Wet,Daylight,Rural,153,Roundabout,Head-on collision,Truck,1,Senior,5,Multiple-vehicle,73,2.0,39.0,4.760114608,6.126481824,465.1933256,9.910620947,0.302073828,81.0,26.1285023,True,2.076923076923077,3-6 km,1385340,13.1,82,93,58,65
Hawaii,2,Monday,14:08:45,Foggy,Snowy,Daylight,Urban,101,Intersection,Side collision,Bicycle,7,Senior,5,Multiple-vehicle,50,0.0,43.0,2.299308731,6.941443994,415.1947812,9.050764223,0.818616694,94.0,29.26360952,True,2.186046511627907,0-3 km,1440196,8.1,28,96,24,16
Maine,2,Tuesday,04:48:10,Stormy,Icy,Night,Freeway,2,Underpass,Side collision,Motorcycle,32,Young Adult,4,Multiple-vehicle,73,3.0,39.0,4.038197274,1.119854671,516.7408325,9.069035,0.48207815,94.0,17.52853532,False,2.41025641025641,3-6 km,1385340,13.1,82,93,58,65
North Carolina,1,Tuesday,00:35:20,Rainy,Wet,Night,Rural,966,Underpass,Pedestrian involved,Truck,33,Adult,4,Multiple-vehicle,753,3.0,31.0,0.193600744,0.815530587,176.687535,7.677945481,0.326704352,36.0,9.69905506,True,1.1612903225806452,0-3 km,10698973,15.2,384,91,530,512
North Dakota,1,Saturday,22:50:13,Sunny,Wet,Night,Freeway,0,Crossroads,Side collision,Motorcycle,21,Teenager,1,Single-vehicle,43,0.0,47.0,7.275596391,5.286448717,948.3860421,4.893250326,0.322947486,79.0,8.905183209,True,1.680851063829787,6-10 km,779261,12.6,41,81,13,41
Maryland,1,Tuesday,04:24:43,Stormy,Wet,Night,Urban,526,T-Junction,Cyclist involved,Car,211,Adult,2,Multiple-vehicle,274,2.0,53.0,5.59248983,0.877781966,470.1910463,8.522196524,0.690130538,69.0,20.9154302,True,1.30188679245283,3-6 km,6164660,9.1,208,93,154,150
Missouri,1,Wednesday,19:00:16,Foggy,Icy,Night,Rural,550,Crossroads,Side collision,Motorcycle,157,Senior,2,Multiple-vehicle,495,0.0,54.0,2.499501812,7.819291151,819.5759199,8.906024602,0.269218148,4.0,28.24193288,False,0.074074074074074,0-3 km,6177957,17.1,396,89,245,369
Oregon,2,Sunday,06:50:22,Foggy,Snowy,Daylight,Freeway,0,Intersection,Cyclist involved,Pedestrian,123,Adult,1,Single-vehicle,336,0.0,57.0,9.981830365,3.177055736,738.021382,5.713749552,0.984045816,12.0,23.06478313,False,0.2105263157894736,6-10 km,4240137,14.2,210,97,193,110
Vermont,2,Wednesday,23:08:23,Foggy,Dry,Night,Street,0,Intersection,Run-off-road,Car,26,Adult,1,Single-vehicle,43,1.0,67.0,8.125616006,0.187597625,205.451742,5.356583117,0.670095699,24.0,19.74508982,False,0.3582089552238806,6-10 km,647064,11.7,31,90,18,27
Wyoming,1,Sunday,13:22:34,Stormy,Wet,Daylight,Freeway,1,T-Junction,Rollover,Bicycle,1,Young Adult,5,Multiple-vehicle,50,1.0,51.0,1.980677175,7.954138809,750.2128457,7.31705162,0.720438602,24.0,14.11418776,False,0.4705882352941176,0-3 km,581381,23.0,42,78,26,61
Mississippi,1,Saturday,16:27:34,Stormy,Wet,Daylight,Street,28,T-Junction,Rollover,Pedestrian,81,Young Adult,2,Multiple-vehicle,308,3.0,62.0,0.764534935,7.900275516,450.7149475,4.057197989,0.169325029,24.0,8.857404172,False,0.3870967741935484,0-3 km,2940057,23.9,17,79,227,200
Tennessee,2,Sunday,02:45:47,Stormy,Dry,Night,Urban,779,Underpass,Rear-end collision,Car,469,Young Adult,4,Multiple-vehicle,604,0.0,43.0,9.645107151,5.580420579,577.0133398,4.057197989,0.636643031,18.0,7.73135536,False,0.4186046511627907,6-10 km,7051339,18.6,446,91,378,438
North Carolina,2,Wednesday,05:34:37,Rainy,Dry,Dawn,Highway,0,Underpass,Cyclist involved,Car,649,Senior,2,Multiple-vehicle,753,0.0,43.0,4.249216801,5.577891697,567.9917194,7.593434425,0.853496215,18.0,8.688177879,False,0.4186046511627907,3-6 km,10698973,15.2,384,91,530,512
Maryland,1,Tuesday,02:59:40,Rainy,Wet,Night,Urban,526,T-Junction,Pedestrian involved,Pedestrian,128,Adult,1,Single-vehicle,290,3.0,47.0,7.812411275,7.94074018,929.8657309,7.927054434,0.332212582,72.0,8.688177879,True,1.5319148936170213,6-10 km,6164660,9.1,208,93,154,150
New Hampshire,2,Friday,12:17:36,Stormy,Snowy,Daylight,Street,0,T-Junction,Head-on collision,Bicycle,3,Adult,3,Multiple-vehicle,64,2.0,37.0,7.873078245,2.893147537,956.6677305,8.978699234,0.12749694,81.0,22.45715523,True,2.189189189189189,6-10 km,1395231,10.5,66,77,26,55
Alabama,1,Tuesday,10:56:48,Foggy,Snowy,Daylight,Street,1,Intersection,Pedestrian involved,Car,380,Teenager,5,Multiple-vehicle,457,1.0,62.0,1.607036842,8.843127811,672.4687673,4.229885409,0.725937544,87.0,24.43281705,True,1.403225806451613,0-3 km,5074296,19.5,344,93,283,364
Tennessee,1,Wednesday,13:47:14,Rainy,Dry,Daylight,Freeway,0,T-Junction,Rollover,Pedestrian,210,Young Adult,4,Multiple-vehicle,604,3.0,53.0,5.518567573,4.151587589,534.4129307,8.817648019,0.464078799,40.0,22.13702409,False,0.7547169811320755,3-6 km,7051339,18.6,446,91,378,438
Rhode Island,2,Saturday,18:49:04,Rainy,Dry,Dusk,Rural,13,T-Junction,Pedestrian involved,Pedestrian,7,Teenager,2,Multiple-vehicle,15,2.0,60.0,5.63166067,2.453463885,204.7494309,8.943792995,0.374266424,93.0,26.85677105,True,1.55,3-6 km,1093734,4.8,22,87,14,19
Pennsylvania,1,Wednesday,16:36:50,Rainy,Wet,Daylight,Freeway,3,Crossroads,Rear-end collision,Truck,38,Teenager,4,Multiple-vehicle,575,2.0,69.0,7.013647997,4.777827259,889.1361087,5.197038474,0.783488422,62.0,9.276911152,False,0.8985507246376812,6-10 km,12972008,9.1,320,90,263,342
Kentucky,1,Wednesday,13:12:34,Stormy,Muddy,Daylight,Rural,487,Crossroads,Pedestrian involved,Bicycle,14,Teenager,4,Multiple-vehicle,336,0.0,30.0,6.257543004,3.947755566,287.7297396,6.8700004,0.999440468,20.0,10.91418462,False,0.6666666666666666,6-10 km,4512310,16.5,275,87,230,256
New Jersey,1,Wednesday,09:33:17,Snowy,Snowy,Daylight,Highway,5,Intersection,Rear-end collision,Truck,17,Teenager,5,Multiple-vehicle,328,0.0,60.0,5.294417061,1.845829799,535.1676829,5.410738508,0.832623228,96.0,15.55536134,True,1.6,3-6 km,9261699,7.4,235,93,196,141
Colorado,1,Tuesday,04:09:55,Rainy,Icy,Night,Highway,2,Intersection,Cyclist involved,Pedestrian,108,Young Adult,1,Single-vehicle,397,0.0,37.0,7.090566587,6.426431916,888.9543161,4.074539194,0.770719092,83.0,15.32936642,True,2.2432432432432434,6-10 km,5839926,13.1,288,87,225,235
Alabama,1,Sunday,03:36:22,Stormy,Snowy,Night,Street,1,Roundabout,Rear-end collision,Truck,30,Adult,3,Multiple-vehicle,457,3.0,44.0,9.991578133,0.323074778,444.5579617,6.631001207,0.715250135,45.0,21.68469445,True,1.0227272727272727,6-10 km,5074296,19.5,344,93,283,364
Illinois,1,Thursday,17:47:12,Foggy,Muddy,Daylight,Urban,872,Intersection,Head-on collision,Pedestrian,191,Young Adult,2,Multiple-vehicle,647,1.0,66.0,8.923512225,9.935239057,505.1654717,5.491789141,0.94656545,57.0,26.26383051,False,0.8636363636363636,6-10 km,12582032,10.1,367,93,339,276
Hawaii,2,Friday,01:23:24,Stormy,Icy,Night,Highway,1,Intersection,Rollover,Truck,1,Adult,1,Single-vehicle,66,3.0,59.0,6.371726885,3.404817066,391.3098371,4.27247956,0.585345681,79.0,17.14827259,True,1.3389830508474576,6-10 km,1440196,8.1,28,96,24,16
Vermont,2,Friday,15:19:34,Snowy,Muddy,Daylight,Highway,0,Overpass,Head-on collision,Motorcycle,14,Senior,1,Single-vehicle,43,0.0,45.0,1.255062246,0.838407582,950.0698303,6.847857464,0.295025289,66.0,16.57822333,True,1.4666666666666666,0-3 km,647064,11.7,31,90,18,27
Hawaii,1,Friday,05:55:04,Rainy,Snowy,Dawn,Urban,101,Intersection,Run-off-road,Truck,1,Adult,4,Multiple-vehicle,50,1.0,37.0,4.145218515,0.100520473,411.985466,6.666042989,0.298197922,66.0,14.98160316,False,1.7837837837837838,3-6 km,1440196,8.1,28,96,24,16
Utah,2,Wednesday,08:03:18,Foggy,Dry,Daylight,Highway,0,Intersection,Pedestrian involved,Truck,8,Young Adult,2,Multiple-vehicle,139,3.0,66.0,9.459846833,6.677094266,938.1596038,4.383998552,0.458486281,25.0,24.48233167,False,0.3787878787878788,6-10 km,3380800,9.4,117,90,80,87
Alabama,2,Sunday,09:16:47,Rainy,Snowy,Daylight,Street,1,Crossroads,Rollover,Truck,30,Senior,5,Multiple-vehicle,457,1.0,66.0,7.801732728,4.042886865,645.340346,5.091916238,0.324435751,25.0,6.488233238,False,0.3787878787878788,6-10 km,5074296,19.5,344,93,283,364
Pennsylvania,2,Monday,06:01:39,Stormy,Snowy,Daylight,Freeway,3,Underpass,Pedestrian involved,Bicycle,15,Senior,3,Multiple-vehicle,575,1.0,69.0,0.406187802,3.13019944,145.3064315,7.578290336,0.922500385,85.0,6.488233238,True,1.2318840579710144,0-3 km,12972008,9.1,320,90,263,342
Wisconsin,2,Friday,16:48:23,Rainy,Icy,Daylight,Street,1,T-Junction,Head-on collision,Motorcycle,82,Senior,5,Multiple-vehicle,276,2.0,36.0,5.509952645,3.391165229,535.1812832,7.957650341,0.974426839,93.0,25.83352786,True,2.583333333333333,3-6 km,5892539,10.1,60,88,166,166
North Dakota,2,Thursday,06:54:31,Foggy,Dry,Daylight,Urban,16,Overpass,Rear-end collision,Bicycle,1,Teenager,4,Multiple-vehicle,55,0.0,44.0,6.183944137,5.372252944,474.1279543,4.562437646,0.774812465,93.0,7.61781415,True,2.113636363636364,6-10 km,779261,12.6,41,81,13,41
Illinois,2,Tuesday,02:52:38,Rainy,Muddy,Night,Rural,388,Roundabout,Cyclist involved,Truck,26,Teenager,2,Multiple-vehicle,647,1.0,56.0,7.25429726,3.892696188,751.2232929,3.231796492,0.866277553,83.0,26.39633449,True,1.4821428571428572,6-10 km,12582032,10.1,367,93,339,276
Massachusetts,1,Wednesday,21:28:51,Sunny,Muddy,Night,Highway,4,Intersection,Side collision,Pedestrian,94,Adult,1,Single-vehicle,266,0.0,55.0,2.715327268,3.634593241,616.9799361,4.677592166,0.949236013,41.0,23.16381656,False,0.7454545454545455,0-3 km,6981974,6.2,204,77,96,137
Arkansas,2,Tuesday,09:53:28,Stormy,Dry,Daylight,Street,0,T-Junction,Pedestrian involved,Car,204,Teenager,4,Multiple-vehicle,317,1.0,55.0,1.240542605,9.895824511,431.1094588,8.151356438,0.844411898,27.0,12.18639082,False,0.4909090909090909,0-3 km,3045637,21.1,237,79,165,191
Colorado,1,Tuesday,20:52:55,Rainy,Dry,Night,Urban,463,T-Junction,Pedestrian involved,Pedestrian,108,Young Adult,3,Multiple-vehicle,367,2.0,46.0,6.578294305,0.465877318,325.4695,8.151356438,0.374455013,54.0,14.90060157,True,1.173913043478261,6-10 km,5839926,13.1,288,87,225,235
Wyoming,2,Friday,16:36:43,Sunny,Muddy,Daylight,Highway,1,Crossroads,Rollover,Car,32,Teenager,4,Multiple-vehicle,50,1.0,58.0,4.295649121,2.987624642,827.5155119,8.529866163,0.714668141,8.0,29.18075125,False,0.1379310344827586,3-6 km,581381,23.0,42,78,26,61
Indiana,2,Thursday,19:49:28,Snowy,Snowy,Night,Street,1,T-Junction,Rollover,Motorcycle,126,Adult,3,Multiple-vehicle,483,3.0,34.0,6.988428355,2.506001404,269.7641946,8.767843824,0.528476797,92.0,29.18075125,True,2.7058823529411766,6-10 km,6833037,13.9,127,93,261,232
Michigan,1,Sunday,03:47:16,Rainy,Wet,Night,Freeway,9,Crossroads,Head-on collision,Pedestrian,169,Young Adult,4,Multiple-vehicle,546,1.0,45.0,5.433537731,3.724582014,841.6211024,5.868371454,0.493968348,72.0,16.8924337,True,1.6,3-6 km,10034113,11.2,180,93,333,233
Idaho,2,Sunday,15:01:43,Snowy,Wet,Daylight,Freeway,0,Overpass,Cyclist involved,Motorcycle,27,Senior,2,Multiple-vehicle,102,3.0,49.0,9.621105684,6.788713276,451.0780876,8.631515018,0.610777089,72.0,22.58633003,False,1.469387755102041,6-10 km,1939033,11.1,80,88,54,84
Utah,2,Wednesday,16:49:21,Foggy,Snowy,Daylight,Urban,206,Crossroads,Cyclist involved,Bicycle,15,Adult,3,Multiple-vehicle,139,1.0,50.0,1.435949982,8.765971431,776.9223698,7.006320244,0.800136934,55.0,14.91658709,True,1.1,0-3 km,3380800,9.4,117,90,80,87
Georgia,1,Sunday,00:01:42,Stormy,Wet,Night,Freeway,1,Roundabout,Side collision,Bicycle,29,Teenager,1,Single-vehicle,1,2.0,53.0,7.290080395,8.059225413,695.8783515,4.946540785,0.671475166,47.0,25.03085602,False,0.8867924528301887,6-10 km,10912876,16.5,466,89,461,527
Ohio,1,Friday,22:06:19,Rainy,Icy,Night,Rural,546,Crossroads,Side collision,Pedestrian,160,Senior,1,Single-vehicle,637,1.0,70.0,2.547787452,0.585990132,950.0359962,5.299034176,0.565314287,47.0,16.37002043,False,0.6714285714285714,0-3 km,11756058,10.8,539,81,307,402
South Dakota,2,Saturday,06:09:48,Sunny,Dry,Daylight,Freeway,0,Underpass,Rollover,Truck,4,Adult,1,Single-vehicle,76,2.0,37.0,3.988896414,1.993276199,843.3624024,3.317092525,0.816362151,21.0,8.606826518,False,0.5675675675675675,3-6 km,909824,15.1,28,88,35,51
Nevada,1,Tuesday,04:04:17,Sunny,Wet,Night,Rural,125,Crossroads,Pedestrian involved,Bicycle,15,Young Adult,4,Multiple-vehicle,181,2.0,43.0,1.306562349,8.44290497,920.6997669,3.186090674,0.281841359,21.0,8.606826518,False,0.4883720930232558,0-3 km,3177772,13.1,110,93,87,84
Utah,1,Monday,18:32:52,Sunny,Icy,Dusk,Street,0,Intersection,Rear-end collision,Car,106,Adult,4,Multiple-vehicle,139,1.0,49.0,2.443790157,1.823925358,681.525343,7.99714086,0.971438989,92.0,19.19051795,True,1.8775510204081636,0-3 km,3380800,9.4,117,90,80,87
New Jersey,2,Sunday,02:23:44,Snowy,Dry,Night,Street,5,Crossroads,Pedestrian involved,Car,220,Adult,1,Single-vehicle,357,0.0,56.0,4.766768309,7.761038786,223.6006528,6.965776112,0.556387841,32.0,10.73351033,False,0.5714285714285714,3-6 km,9261699,7.4,235,93,196,141
Oklahoma,1,Monday,02:12:24,Snowy,Wet,Night,Freeway,0,Roundabout,Rollover,Car,197,Young Adult,1,Single-vehicle,361,0.0,31.0,8.396440068,7.895522583,492.9940269,3.017949519,0.397885833,31.0,13.93986636,False,1.0,6-10 km,4019800,17.7,304,80,193,223
Illinois,1,Thursday,01:11:07,Foggy,Muddy,Night,Highway,8,Overpass,Head-on collision,Pedestrian,191,Teenager,4,Multiple-vehicle,647,2.0,63.0,3.61578438,4.978061212,707.6732956,8.123029466,0.660934695,4.0,16.50228553,False,0.0634920634920634,3-6 km,12582032,10.1,367,93,339,276
Michigan,2,Wednesday,22:12:15,Sunny,Dry,Night,Freeway,9,Intersection,Pedestrian involved,Truck,7,Adult,2,Multiple-vehicle,546,0.0,70.0,9.471565779,1.973506945,587.8445882,8.751914161,0.434542157,39.0,12.25967685,False,0.5571428571428572,6-10 km,10034113,11.2,180,93,333,233
Iowa,2,Wednesday,07:13:20,Stormy,Icy,Daylight,Street,2,Crossroads,Head-on collision,Motorcycle,50,Young Adult,1,Single-vehicle,174,3.0,32.0,4.075729375,0.941362334,943.7073119,7.726955225,0.305002276,3.0,12.63154539,False,0.09375,3-6 km,3200517,10.6,92,96,107,104
Rhode Island,1,Sunday,15:55:10,Sunny,Dry,Daylight,Freeway,1,Roundabout,Cyclist involved,Truck,1,Adult,3,Multiple-vehicle,15,1.0,63.0,1.287970979,6.150546154,981.1383946,9.84213727,0.360294275,79.0,29.89138963,True,1.253968253968254,0-3 km,1093734,4.8,22,87,14,19
Hawaii,1,Saturday,00:05:30,Sunny,Wet,Night,Highway,1,Roundabout,Head-on collision,Car,16,Adult,3,Multiple-vehicle,50,1.0,38.0,4.590968531,5.051707969,222.1581448,9.321262136,0.965045174,43.0,13.9302611,True,1.131578947368421,3-6 km,1440196,8.1,28,96,24,16
Nebraska,1,Saturday,07:47:15,Rainy,Muddy,Daylight,Urban,95,Underpass,Rollover,Truck,12,Adult,1,Single-vehicle,93,0.0,38.0,2.098866817,8.724182709,932.4779314,9.321262136,0.706337203,14.0,9.393944769,False,0.3684210526315789,0-3 km,1967923,12.4,106,76,62,86
Wyoming,2,Thursday,13:40:41,Stormy,Icy,Daylight,Rural,114,Underpass,Rollover,Bicycle,1,Young Adult,2,Multiple-vehicle,50,0.0,51.0,6.231921364,7.742424887,769.7195943,3.167762249,0.108821672,81.0,17.43297081,True,1.588235294117647,6-10 km,581381,23.0,42,78,26,61
Colorado,2,Friday,17:40:29,Stormy,Snowy,Daylight,Rural,299,Underpass,Rollover,Truck,12,Senior,4,Multiple-vehicle,367,0.0,41.0,2.361436769,5.034885985,811.8341487,6.388919856,0.603032927,0.0,29.33411099,False,0.0,0-3 km,5839926,13.1,288,87,225,235
Connecticut,2,Wednesday,05:27:18,Rainy,Icy,Dawn,Street,4,Intersection,Rear-end collision,Motorcycle,67,Young Adult,3,Multiple-vehicle,170,0.0,64.0,3.905076563,8.612208423,125.7897956,9.122145606,0.951108907,30.0,7.20058814,False,0.46875,3-6 km,3626205,9.9,141,92,83,76
Rhode Island,2,Wednesday,08:21:37,Foggy,Wet,Daylight,Urban,38,Underpass,Rear-end collision,Car,17,Senior,2,Multiple-vehicle,15,1.0,65.0,8.033424869,9.100407777,673.0980064,4.150788367,0.842858405,10.0,17.10985786,False,0.1538461538461538,6-10 km,1093734,4.8,22,87,14,19
Arizona,2,Tuesday,23:21:03,Rainy,Wet,Night,Rural,400,Intersection,Rear-end collision,Truck,26,Adult,4,Multiple-vehicle,608,1.0,41.0,5.645971101,7.83934247,566.6100709,9.451156857,0.366368459,23.0,17.10985786,False,0.5609756097560976,3-6 km,7359197,17.7,189,87,241,269
Colorado,2,Tuesday,15:57:54,Sunny,Wet,Daylight,Highway,2,Intersection,Run-off-road,Pedestrian,108,Teenager,4,Multiple-vehicle,367,1.0,52.0,4.3418351,0.603905521,461.1376043,9.622295196,0.191721657,45.0,8.011411888,False,0.8653846153846154,3-6 km,5839926,13.1,288,87,225,235
Alaska,2,Saturday,05:36:02,Sunny,Snowy,Dawn,Urban,41,Roundabout,Run-off-road,Pedestrian,13,Teenager,1,Single-vehicle,38,3.0,54.0,1.24160569,8.504647198,363.7920108,4.755460762,0.143751899,49.0,11.4496111,False,0.9074074074074074,0-3 km,733583,11.2,39,92,31,17
Connecticut,1,Monday,07:53:36,Foggy,Muddy,Daylight,Freeway,4,Roundabout,Head-on collision,Bicycle,3,Young Adult,1,Single-vehicle,189,0.0,41.0,5.21962422,3.7030617,413.2177991,7.785578373,0.721417559,4.0,13.01125079,False,0.0975609756097561,3-6 km,3626205,9.9,141,92,83,76
Oklahoma,2,Saturday,05:40:07,Sunny,Muddy,Dawn,Street,0,T-Junction,Rollover,Truck,17,Senior,5,Multiple-vehicle,349,1.0,56.0,1.88467492,2.034676577,797.3694216,5.183901097,0.584807943,42.0,5.612997684,False,0.75,0-3 km,4019800,17.7,304,80,193,223
Pennsylvania,2,Friday,09:55:59,Snowy,Muddy,Daylight,Rural,487,Underpass,Run-off-road,Bicycle,15,Teenager,5,Multiple-vehicle,575,0.0,61.0,0.723114367,1.80866678,491.9455649,6.559739365,0.405035407,53.0,15.62256111,False,0.8688524590163934,0-3 km,12972008,9.1,320,90,263,342
Texas,2,Tuesday,19:40:50,Foggy,Icy,Night,Freeway,6,Underpass,Run-off-road,Motorcycle,564,Adult,5,Multiple-vehicle,2,2.0,53.0,2.975259509,1.229368599,673.293477,3.376480607,0.696765376,4.0,15.73921633,False,0.0754716981132075,0-3 km,30029572,14.7,1,90,1,1
Wyoming,2,Saturday,12:06:44,Snowy,Muddy,Daylight,Freeway,1,Overpass,Head-on collision,Motorcycle,20,Teenager,5,Multiple-vehicle,50,0.0,57.0,7.409582214,0.452111905,860.778788,4.173808049,0.19752304,49.0,26.45100046,False,0.8596491228070176,6-10 km,581381,23.0,42,78,26,61
Wyoming,2,Tuesday,00:56:02,Snowy,Wet,Night,Street,1,Overpass,Cyclist involved,Bicycle,1,Adult,1,Single-vehicle,84,2.0,58.0,0.893924968,3.074736631,547.2731603,5.703127541,0.926154999,87.0,13.22013681,True,1.5,0-3 km,581381,23.0,42,78,26,61
Utah,2,Monday,04:25:14,Sunny,Icy,Night,Highway,0,Roundabout,Rear-end collision,Bicycle,15,Adult,2,Multiple-vehicle,139,0.0,54.0,7.261418312,9.003048916,346.454892,4.162932592,0.829435799,87.0,17.91129586,False,1.6111111111111112,6-10 km,3380800,9.4,117,90,80,87
Oklahoma,2,Thursday,04:44:51,Stormy,Wet,Night,Freeway,0,Overpass,Cyclist involved,Pedestrian,96,Senior,3,Multiple-vehicle,349,2.0,45.0,2.831886864,5.09692953,475.676599,7.620689285,0.573942394,87.0,18.16457837,False,1.9333333333333331,0-3 km,4019800,17.7,304,80,193,223
South Dakota,1,Monday,02:21:44,Snowy,Dry,Night,Highway,0,Intersection,Pedestrian involved,Truck,4,Teenager,1,Single-vehicle,76,2.0,43.0,2.079027061,8.98314288,750.2449911,6.979354394,0.863119881,15.0,18.16457837,False,0.3488372093023256,0-3 km,909824,15.1,28,88,35,51
Alaska,2,Friday,11:20:58,Foggy,Wet,Daylight,Freeway,2,Underpass,Pedestrian involved,Motorcycle,8,Adult,1,Single-vehicle,38,1.0,52.0,2.929623479,9.757570103,867.0164714,8.300407422,0.585207546,69.0,23.43497429,True,1.3269230769230769,0-3 km,733583,11.2,39,92,31,17
New York,1,Wednesday,05:55:39,Foggy,Icy,Dawn,Rural,278,Crossroads,Side collision,Motorcycle,185,Senior,3,Multiple-vehicle,487,2.0,57.0,2.194068849,4.491259318,832.6599385,9.302870495,0.679875798,41.0,12.69659541,False,0.7192982456140351,0-3 km,19677151,6.0,282,92,324,203
Rhode Island,1,Friday,15:40:48,Stormy,Snowy,Daylight,Highway,1,Overpass,Cyclist involved,Bicycle,0,Teenager,4,Multiple-vehicle,15,0.0,41.0,9.73372148,4.149645943,701.7680331,5.259109977,0.602675579,82.0,29.44103917,True,2.0,6-10 km,1093734,4.8,22,87,14,19
New Mexico,1,Thursday,11:40:15,Sunny,Muddy,Daylight,Freeway,0,Overpass,Rollover,Pedestrian,93,Adult,2,Multiple-vehicle,210,0.0,39.0,0.219825551,0.898242299,935.1536134,5.705871829,0.610257663,82.0,15.33610145,False,2.102564102564102,0-3 km,2113344,22.1,150,90,119,148
Maryland,1,Tuesday,04:16:25,Snowy,Dry,Night,Highway,7,Overpass,Rollover,Pedestrian,128,Teenager,2,Multiple-vehicle,274,3.0,40.0,2.090880268,2.931600135,479.4048764,6.86057448,0.441408761,33.0,7.428983759,False,0.825,0-3 km,6164660,9.1,208,93,154,150
Kansas,1,Tuesday,22:46:58,Snowy,Icy,Night,Freeway,1,Underpass,Pedestrian involved,Car,140,Adult,1,Single-vehicle,220,1.0,40.0,9.879724073,0.475973105,592.6173342,5.391368662,0.569850367,20.0,24.69522566,False,0.5,6-10 km,2937150,14.0,116,87,114,148
